unix,open,volume_btc,volume_eur,7_days_a,30_days_a,90_days_a,next_day_value,next_week_value
1490227200,945.87,781032.51,815.48,-27.14,-3.09,3.36,904.0,945.0
1490313600,947.54,1667450.65,1839.86,-10.68,-4.66,3.25,870.0,970.0
1490400000,859.48,1748278.49,2055.96,2.27,-5.88,3.17,882.0,998.0
1490486400,879.99,1031332.21,1154.0,-2.64,-7.6,3.01,920.0,1005.0
1490572800,883.01,1032773.83,1114.3,-16.12,-8.76,2.86,959.0,1038.0
1490659200,957.54,1298918.79,1351.65,-21.73,-9.78,2.72,953.0,1068.0
1490745600,959.57,1625655.21,1736.24,-13.38,-10.45,2.66,945.0,1065.0
1490832000,947.0,1368637.93,1454.42,3.02,-10.89,2.63,970.0,1090.0
1490918400,943.34,1366010.65,1403.9,9.86,-11.22,2.58,998.0,1120.0
1491004800,995.8,798880.18,796.64,16.51,-11.53,2.52,1005.0,1116.0
1491091200,1000.0,1668523.89,1654.3,16.34,-11.16,2.5,1038.0,1123.0
1491177600,1010.73,1901831.19,1809.0,14.69,-10.44,2.51,1068.0,1135.0
1491264000,1065.75,1361309.29,1274.92,10.33,-9.47,2.54,1065.0,1145.0
1491350400,1070.0,1072083.63,1016.42,17.95,-8.15,2.62,1090.0,1146.0
1491436800,1060.99,1630225.21,1484.8,22.46,-6.82,2.77,1120.0,1120.0
1491523200,1119.63,905937.65,808.05,20.25,-5.36,2.82,1116.0,1108.0
1491609600,1120.21,426632.28,381.9,19.74,-3.67,2.84,1123.0,1111.0
1491696000,1112.25,849113.93,751.83,20.49,-2.59,2.86,1135.0,1109.0
1491782400,1133.23,857827.78,753.5,16.54,-1.21,2.88,1145.0,1112.0
1491868800,1136.98,612241.62,534.79,12.36,-0.29,2.9,1146.0,1120.0
1491955200,1153.24,805667.24,703.07,12.07,1.03,2.92,1120.0,1123.0
1492041600,1138.0,1277483.83,1145.75,11.59,2.76,2.86,1108.0,1136.0
1492128000,1102.58,673286.12,606.8,5.21,4.48,2.8,1111.0,1153.0
1492214400,1112.69,393744.22,352.75,0.66,6.03,2.72,1109.0,1151.0
1492300800,1108.97,762045.2,702.15,-2.11,7.66,2.64,1112.0,1144.0
1492387200,1108.5,656561.48,591.26,-6.14,8.73,2.55,1120.0,1147.0
1492473600,1115.03,718668.92,639.18,-7.12,9.14,2.46,1123.0,1161.0
1492560000,1124.33,911290.92,811.75,-5.97,8.79,2.42,1136.0,1174.0
1492646400,1121.29,979109.24,860.96,-0.73,8.75,2.37,1153.0,1197.0
1492732800,1150.34,905709.39,783.82,3.05,8.8,2.32,1151.0,1217.0
1492819200,1154.99,493840.59,431.17,5.48,9.34,2.28,1144.0,1222.0
1492905600,1148.0,442109.01,385.98,8.14,9.35,2.26,1147.0,1223.0
1492992000,1140.73,725175.49,631.33,8.02,9.24,2.22,1161.0,1240.0
1493078400,1153.22,952956.7,818.06,5.65,8.38,2.17,1174.0,1277.0
1493164800,1168.0,1456362.11,1230.75,4.4,7.62,2.11,1197.0,1336.0
1493251200,1180.87,1432724.45,1204.95,4.7,6.85,2.06,1217.0,1382.0
1493337600,1213.54,1827456.21,1510.68,4.39,6.55,2.03,1222.0,1385.0
1493424000,1219.8,785151.74,644.6,9.59,6.38,2.01,1223.0,1393.0
1493510400,1224.8,931108.83,769.99,13.88,6.05,2.0,1240.0,1409.0
1493596800,1221.15,1127970.75,904.0,15.39,5.6,1.98,1277.0,1464.0
1493683200,1259.05,1403129.09,1081.51,12.73,5.37,1.95,1336.0,1550.0
1493769600,1295.2,2353203.05,1743.37,13.03,5.31,1.98,1382.0,1604.0
1493856000,1377.0,4729054.45,3364.78,15.55,5.44,2.04,1385.0,1655.0
1493942400,1387.22,2572100.58,1824.09,24.12,6.36,2.17,1393.0,1619.0
1494028800,1382.4,1189407.02,849.71,31.45,7.22,2.31,1409.0,1593.0
1494115200,1404.51,1348825.87,963.86,32.96,7.86,2.44,1464.0,1635.0
1494201600,1413.0,3541975.51,2407.83,31.74,8.9,2.57,1550.0,1609.0
1494288000,1514.01,5249102.05,3334.6,24.5,9.87,2.7,1604.0,1582.0
1494374400,1585.0,3266562.13,2036.33,26.63,11.31,2.93,1655.0,1615.0
1494460800,1623.69,3351891.24,1985.25,32.43,13.17,3.2,1619.0,1682.0
1494547200,1686.95,3952464.7,2451.83,43.72,15.11,3.45,1593.0,1738.0
1494633600,1551.0,2475911.12,1574.8,54.43,17.35,3.74,1635.0,1780.0
1494720000,1634.32,1256148.09,767.93,39.18,18.37,3.93,1609.0,1800.0
1494806400,1635.5,2583264.45,1625.23,30.0,19.5,4.16,1582.0,1835.0
1494892800,1581.73,4375709.43,2760.03,13.94,20.47,4.39,1615.0,1933.0
1494979200,1582.0,4051829.26,2477.52,-1.39,20.84,4.57,1682.0,2061.0
1495065600,1648.3,3766951.75,2252.17,-8.96,20.99,4.74,1738.0,2056.0
1495152000,1715.5,4397107.99,2533.3,-3.81,21.41,4.97,1780.0,1999.0
1495238400,1760.2,3117351.03,1762.84,16.71,22.08,5.25,1800.0,1904.0
1495324800,1800.0,2614779.14,1457.04,21.58,22.76,5.55,1835.0,1862.0
1495411200,1800.63,5586119.72,2962.05,35.14,23.62,5.86,1933.0,1986.0
1495497600,1868.64,4712695.19,2403.14,43.02,24.22,6.18,2061.0,2015.0
1495584000,1996.99,8428191.06,4000.61,44.61,24.92,6.57,2056.0,2026.0
1495670400,2124.2,11433935.45,5166.51,49.74,26.08,7.04,1999.0,2111.0
1495756800,1987.58,8201911.08,3872.84,63.15,27.77,7.63,1904.0,2193.0
1495843200,2009.99,6431000.81,3539.57,54.53,28.24,8.1,1862.0,2255.0
1495929600,1797.17,3727920.56,1936.84,44.98,28.59,8.55,1986.0,2270.0
1496016000,1925.98,4881410.23,2432.5,9.39,27.42,8.84,2015.0,2330.0
1496102400,2045.3,4702429.5,2309.2,-12.21,26.86,9.23,2026.0,2484.0
1496188800,1984.98,4306236.43,2121.06,-15.78,26.79,9.69,2111.0,2497.0
1496275200,2066.45,6489888.54,3034.56,-13.79,25.94,10.12,2193.0,2471.0
1496361600,2155.15,4656540.28,2146.25,15.53,25.54,10.63,2255.0,2540.0
1496448000,2231.75,2641737.18,1170.07,36.89,25.6,11.19,2270.0,2578.0
1496534400,2277.91,2873503.11,1271.86,63.69,26.34,11.79,2330.0,2607.0
1496620800,2262.0,4462541.57,1917.78,57.1,27.07,12.39,2484.0,2496.0
1496707200,2398.0,13905195.71,5527.0,50.04,27.26,12.98,2497.0,2401.0
1496793600,2569.42,5932414.01,2373.06,62.6,28.09,13.63,2471.0,2316.0
1496880000,2424.43,5661086.61,2290.8,72.32,29.65,14.32,2540.0,2180.0
1496966400,2517.8,4092190.55,1607.21,57.26,30.45,14.91,2578.0,2189.0
1497052800,2562.66,3740424.0,1449.78,52.09,31.94,15.49,2607.0,2287.0
1497139200,2594.0,3678032.07,1419.09,49.72,33.57,16.12,2496.0,2296.0
1497225600,2619.96,11661621.12,4800.19,45.49,35.42,16.78,2401.0,2273.0
1497312000,2372.22,5969081.65,2448.43,30.47,36.09,17.45,2316.0,2373.0
1497398400,2429.79,6793802.64,2912.42,-4.44,35.27,17.91,2180.0,2409.0
1497484800,2203.04,11211651.55,5373.56,-7.78,34.5,18.4,2189.0,2399.0
1497571200,2156.57,5353751.55,2431.83,-51.14,31.54,18.64,2287.0,2411.0
1497657600,2220.69,2640947.96,1148.76,-78.23,28.01,18.76,2296.0,2349.0
1497744000,2353.0,3216584.73,1418.83,-79.14,25.09,18.82,2273.0,2264.0
1497830400,2238.32,6198348.85,2699.04,-49.18,23.23,19.0,2373.0,2196.0
1497916800,2307.99,5306247.65,2232.54,-19.2,20.66,19.09,2409.0,2194.0
1498003200,2439.0,5087424.85,2103.51,-3.51,18.6,19.25,2399.0,2239.0
1498089600,2379.95,3769458.11,1570.61,36.73,17.17,19.43,2411.0,2234.0
1498176000,2417.6,2286696.15,945.14,37.92,15.54,19.55,2349.0,2188.0
1498262400,2404.59,3588896.08,1540.7,30.19,14.81,19.6,2264.0,2132.0
1498348800,2293.47,2500450.86,1102.48,20.9,14.68,19.63,2196.0,2151.0
1498435200,2235.07,6715424.42,3105.63,12.04,12.77,19.56,2194.0,2213.0
1498521600,2157.01,7268501.37,3461.65,-17.33,10.5,19.48,2239.0,2261.0
1498608000,2231.01,3643577.83,1635.76,-44.99,6.16,19.32,2234.0,2298.0
1498694400,2247.51,1809487.96,809.31,-40.63,3.03,19.19,2188.0,2299.0
1498780800,2220.0,1903292.27,861.46,-35.5,0.69,19.05,2132.0,2251.0
1498867200,2156.0,1960636.79,914.65,-23.21,-2.33,18.9,2151.0,2225.0
1498953600,2107.2,1475585.72,689.97,-12.57,-5.31,18.69,2213.0,2219.0
1499040000,2194.41,3437970.1,1549.88,-14.17,-8.03,18.43,2261.0,2131.0
1499126400,2232.01,2978897.93,1300.89,-8.1,-9.64,18.26,2298.0,2043.0
1499212800,2289.41,1975145.64,868.96,-7.71,-10.67,18.1,2299.0,2056.0
1499299200,2305.79,2001217.5,876.07,6.72,-11.42,17.96,2251.0,2069.0
1499385600,2292.9,2564157.44,1150.9,23.18,-11.14,17.85,2225.0,1995.0
1499472000,2210.0,1529315.49,690.3,32.25,-9.72,17.72,2219.0,1836.0
1499558400,2239.99,869483.91,390.14,20.68,-9.71,17.5,2131.0,1705.0
1499644800,2197.73,5240051.45,2477.11,3.44,-8.77,17.3,2043.0,1809.0
1499731200,2063.67,5054056.51,2465.83,-10.62,-7.67,17.05,2056.0,1973.0
1499817600,2021.49,4468107.02,2186.83,-33.79,-7.05,16.7,2069.0,1988.0
1499904000,2089.71,2185494.35,1053.52,-47.27,-6.29,16.29,1995.0,2209.0
1499990400,2048.87,3374487.4,1710.85,-41.53,-6.54,15.89,1836.0,2369.0
1500076800,1940.19,5039771.17,2814.81,-34.29,-6.52,15.45,1705.0,2357.0
1500163200,1731.52,4907825.21,2934.71,-41.82,-8.6,14.91,1809.0,2389.0
1500249600,1679.12,6735016.88,3701.1,-57.79,-12.23,14.21,1973.0,2365.0
1500336000,1939.09,5609065.61,2810.76,-67.25,-15.57,13.46,1988.0,2292.0
1500422400,2007.25,4456653.03,2214.85,-49.49,-16.07,12.9,2209.0,2194.0
1500508800,1968.66,10568214.97,4684.92,-26.0,-16.74,12.38,2369.0,2234.0
1500595200,2448.8,6583279.2,2811.57,3.61,-17.08,11.83,2357.0,2328.0
1500681600,2289.8,4295201.55,1796.29,83.15,-13.27,11.63,2389.0,2340.0
1500768000,2424.9,3728310.35,1585.87,115.85,-10.89,11.28,2365.0,2334.0
1500854400,2353.27,2992233.14,1262.49,120.73,-7.34,11.01,2292.0,2413.0
1500940800,2375.8,7452451.02,3335.82,85.68,-4.35,10.68,2194.0,2399.0
1501027200,2208.99,3802920.21,1758.58,66.11,-1.96,10.35,2234.0,2313.0
1501113600,2179.3,2645920.07,1185.49,22.8,-1.08,9.89,2328.0,2336.0
1501200000,2289.29,4888055.78,2073.8,-36.4,-0.92,9.41,2340.0,2402.0
1501286400,2366.6,3083056.84,1331.24,-22.75,0.45,9.0,2334.0,2596.0
1501372800,2313.15,2440521.35,1056.67,-17.83,2.41,8.64,2413.0,2749.0
1501459200,2354.0,3485574.2,1458.69,-2.09,3.78,8.22,2399.0,2803.0
1501545600,2471.38,2866210.82,1219.12,11.79,4.93,7.83,2313.0,2892.0
1501632000,2325.79,2267311.58,979.88,41.44,6.41,7.55,2336.0,2889.0
1501718400,2300.0,2316963.72,989.31,28.25,7.4,7.19,2402.0,2892.0
1501804800,2371.8,2743254.66,1140.32,3.88,8.42,6.81,2596.0,3016.0
1501891200,2432.99,8930321.95,3330.91,-1.39,10.26,6.47,2749.0,3200.0
1501977600,2759.52,2685473.29,980.21,7.99,12.58,6.17,2803.0,3360.0
1502064000,2737.69,5090317.8,1790.11,42.35,16.86,6.09,2892.0,3553.0
1502150400,2868.98,6615191.82,2268.36,64.26,20.22,6.06,2889.0,3606.0
1502236800,2915.0,6804622.42,2388.95,103.31,24.4,6.15,2892.0,3619.0
1502323200,2863.48,4248250.88,1456.5,112.29,28.3,6.29,3016.0,3678.0
1502409600,2920.38,7057267.87,2339.51,91.02,30.63,6.41,3200.0,3588.0
1502496000,3111.96,8672092.76,2689.3,65.98,32.67,6.46,3360.0,3537.0
1502582400,3287.12,9734405.68,2861.0,50.61,36.03,6.68,3553.0,3521.0
1502668800,3432.58,7886293.1,2203.83,76.42,39.78,7.01,3606.0,3447.0
1502755200,3674.29,11768758.87,3384.06,95.84,43.16,7.38,3619.0,3449.0
1502841600,3537.89,7692086.97,2148.74,135.1,46.0,7.9,3678.0,3511.0
1502928000,3700.0,7739616.06,2085.28,137.56,46.74,8.33,3588.0,3602.0
1503014400,3656.66,7978624.69,2225.65,127.78,49.49,8.9,3537.0,3677.0
1503100800,3519.99,5278419.61,1518.91,91.61,51.64,9.44,3521.0,3677.0
1503187200,3553.44,3431374.83,977.37,41.87,51.92,9.87,3447.0,3658.0
1503273600,3488.45,6820659.34,1978.56,6.17,55.03,10.31,3449.0,3652.0
1503360000,3405.98,9318876.82,2785.14,-25.23,56.13,10.72,3511.0,3740.0
1503446400,3492.78,6496427.95,1829.42,-32.93,57.1,11.13,3602.0,3829.0
1503532800,3529.96,5002415.92,1390.41,-41.23,57.7,11.68,3677.0,3906.0
1503619200,3674.61,5213361.46,1403.61,-20.78,58.18,12.14,3677.0,4061.0
1503705600,3679.48,2839989.72,776.9,15.04,57.94,12.69,3658.0,4020.0
1503792000,3673.96,2760522.88,752.56,31.23,56.87,13.06,3652.0,3901.0
1503878400,3642.59,6776373.08,1870.66,45.91,55.86,13.49,3740.0,3780.0
1503964800,3661.0,9181698.99,2487.5,43.63,54.56,13.96,3829.0,3731.0
1504051200,3818.18,4331981.03,1133.58,26.05,52.44,14.37,3906.0,3872.0
1504137600,3839.96,6578516.78,1669.51,28.59,51.02,14.93,4061.0,3919.0
1504224000,3973.0,8657232.16,2130.87,27.16,49.9,15.54,4020.0,3784.0
1504310400,4149.99,10783168.63,2748.93,49.58,48.02,16.28,3901.0,3658.0
1504396800,3889.89,5353339.51,1382.12,81.0,46.38,17.15,3780.0,3620.0
1504483200,3912.99,17829222.53,4897.69,66.95,42.72,17.8,3731.0,3565.0
1504569600,3646.37,12193710.19,3307.43,43.19,38.97,18.53,3872.0,3517.0
1504656000,3815.92,9822021.76,2515.16,-16.16,35.08,19.17,3919.0,3372.0
1504742400,3929.05,6190045.18,1586.55,-34.37,31.75,19.81,3784.0,2986.0
1504828800,3908.72,13123022.69,3526.24,-37.27,29.57,20.58,3658.0,2939.0
1504915200,3660.0,5114823.63,1403.93,-26.52,27.11,21.35,3620.0,3158.0
1505001600,3655.79,6435905.09,1820.34,-14.84,22.24,21.93,3565.0,3140.0
1505088000,3585.2,8058676.73,2278.11,-23.27,17.39,22.51,3517.0,3287.0
1505174400,3545.42,9485936.4,2658.81,-27.6,13.07,22.84,3372.0,3358.0
1505260800,3489.13,18994736.21,5844.75,-62.58,9.49,23.16,2986.0,3271.0
1505347200,3255.29,19641216.76,6650.88,-75.76,6.44,23.26,2939.0,3163.0
1505433600,2717.64,30716754.15,10710.14,-86.16,3.52,23.12,3158.0,3057.0
1505520000,3160.08,5847707.39,1858.76,-133.01,-3.62,22.63,3140.0,3112.0
1505606400,3156.22,5062322.71,1643.04,-125.44,-6.42,22.54,3287.0,3132.0
1505692800,3124.36,10633621.76,3189.65,-101.04,-9.31,22.36,3358.0,3209.0
1505779200,3449.0,6298363.04,1894.55,-72.29,-13.12,22.19,3271.0,3296.0
1505865600,3266.82,7935557.17,2386.79,2.01,-14.43,22.34,3163.0,3418.0
1505952000,3274.39,7605681.65,2405.82,52.2,-17.32,22.29,3057.0,3548.0
1506038400,3051.89,6585084.57,2157.67,77.73,-20.63,22.27,3112.0,3531.0
1506124800,3061.3,3939114.75,1252.18,1.94,-24.71,22.06,3132.0,3596.0
1506211200,3163.6,2550648.57,821.48,-21.58,-28.29,21.76,3209.0,3678.0
1506297600,3100.76,6742122.79,2071.11,-31.16,-30.0,21.48,3296.0,3710.0
1506384000,3316.85,10534101.88,3175.56,-52.29,-31.85,21.08,3418.0,3700.0
1506470400,3275.75,9633531.38,2799.72,-3.05,-32.09,20.88,3548.0,3630.0
1506556800,3559.5,9374960.26,2648.5,20.48,-32.65,20.65,3531.0,3631.0
1506643200,3536.0,6643695.19,1897.02,75.18,-31.09,20.58,3596.0,3680.0
1506729600,3526.67,4145977.41,1148.26,85.39,-28.56,20.43,3678.0,3720.0
1506816000,3665.79,4327785.22,1191.91,78.65,-25.8,20.21,3710.0,3812.0
1506902400,3690.79,5779043.04,1546.13,84.82,-21.1,20.13,3700.0,3951.0
1506988800,3730.1,6462003.02,1766.41,66.75,-14.87,20.08,3630.0,4029.0
1507075200,3670.0,4598336.61,1274.23,62.69,-9.98,20.07,3631.0,4044.0
1507161600,3590.83,6504484.99,1784.71,31.56,-5.25,20.01,3680.0,4304.0
1507248000,3671.99,5048559.92,1361.69,18.41,-2.76,19.86,3720.0,4645.0
1507334400,3688.0,2408762.19,649.4,9.47,1.45,19.69,3812.0,4810.0
1507420800,3752.4,6060202.54,1584.38,-3.94,6.6,19.52,3951.0,4836.0
1507507200,3871.11,10023329.66,2519.06,3.67,12.14,19.35,4029.0,4828.0
1507593600,4030.01,8196736.04,2023.41,24.46,16.8,19.14,4044.0,4812.0
1507680000,4027.54,4321179.26,1065.03,61.46,22.36,18.98,4304.0,4753.0
1507766400,4059.99,14505871.52,3342.95,78.9,27.25,18.84,4645.0,4768.0
1507852800,4549.0,18129740.03,3838.87,75.74,31.88,18.66,4810.0,4913.0
1507939200,4740.5,5966577.26,1248.57,119.81,39.05,18.72,4836.0,5075.0
1508025600,4879.99,7900170.33,1680.96,155.36,45.37,18.73,4828.0,5110.0
1508112000,4792.99,10188543.17,2119.36,177.47,48.22,18.75,4812.0,5048.0
1508198400,4864.0,9194370.74,1930.49,166.94,52.59,18.84,4753.0,4866.0
1508284800,4759.2,17273809.09,3792.92,153.8,56.68,18.99,4768.0,4818.0
1508371200,4746.19,6962141.09,1454.91,99.29,59.1,18.99,4913.0,4985.0
1508457600,4790.71,13769809.05,2773.42,21.89,62.96,19.3,5075.0,5033.0
1508544000,5034.74,10946517.12,2124.97,-5.38,65.26,19.48,5110.0,4983.0
1508630400,5115.69,7303689.37,1456.22,12.21,68.52,19.9,5048.0,5125.0
1508716800,5103.8,13898986.52,2788.55,47.9,69.98,20.28,4866.0,5276.0
1508803200,4991.2,12528144.79,2588.04,61.46,70.51,20.62,4818.0,5396.0
1508889600,4740.9,12160635.26,2555.39,62.01,70.11,20.72,4985.0,5669.0
1508976000,4894.94,12452469.21,2483.38,16.22,66.85,20.56,5033.0,5934.0
1509062400,5074.07,8019201.86,1598.77,-14.27,65.35,20.55,4983.0,6129.0
1509148800,4992.81,4122002.11,828.44,-24.51,64.01,20.69,5125.0,6301.0
1509235200,4973.01,11399227.47,2207.61,-18.73,63.31,20.68,5276.0,6381.0
1509321600,5276.1,9054308.89,1720.74,-2.0,61.68,20.65,5396.0,6207.0
1509408000,5276.5,11652805.76,2152.45,50.6,61.3,20.89,5669.0,6097.0
1509494400,5515.4,12644778.1,2243.44,81.0,61.1,20.97,5934.0,6312.0
1509580800,5823.09,36081833.28,5969.09,91.05,61.91,21.15,6129.0,6325.0
1509667200,6045.0,20324418.56,3241.64,128.42,64.15,21.56,6301.0,5950.0
1509753600,6213.63,11427882.6,1817.76,182.0,66.48,22.13,6381.0,5597.0
1509840000,6388.19,11034103.48,1714.09,207.37,68.3,23.0,6207.0,5279.0
1509926400,6374.46,25173657.47,4045.43,205.0,70.64,23.93,6097.0,5356.0
1510012800,6040.1,15609481.83,2533.74,193.93,71.79,24.89,6312.0,5653.0
1510099200,6153.0,32648965.43,5070.6,107.86,70.03,25.57,6325.0,5950.0
1510185600,6470.0,17459381.04,2779.63,40.74,68.8,26.25,5950.0,6448.0
1510272000,6180.0,35088119.89,5973.28,28.77,69.69,27.16,5597.0,6606.0
1510358400,5720.0,18609482.66,3354.65,-5.67,67.61,27.93,5279.0,6582.0
1510444800,5473.9,35958075.68,6918.81,-70.13,61.83,28.45,5356.0,6710.0
1510531200,5084.97,33242104.04,5944.01,-118.39,57.1,28.85,5653.0,6905.0
1510617600,5636.46,14191323.74,2512.29,-177.63,50.77,29.12,5950.0,6974.0
1510704000,5669.99,20587606.33,3401.73,-179.49,48.8,29.67,6448.0,6961.0
1510790400,6229.46,27652228.08,4285.26,-147.22,46.11,30.33,6606.0,6877.0
1510876800,6666.66,22816913.25,3438.91,7.53,47.14,31.33,6582.0,6826.0
1510963200,6545.0,11288956.16,1724.94,176.29,49.65,32.51,6710.0,7060.0
1511049600,6619.99,11802466.05,1760.7,248.92,50.44,33.57,6905.0,7474.0
1511136000,6801.0,17543340.31,2534.78,264.96,51.22,34.59,6974.0,7882.0
1511222400,7008.98,23697769.5,3408.02,203.9,54.03,35.63,6961.0,8152.0
1511308800,6940.0,16906627.1,2414.66,182.62,57.96,36.83,6877.0,8300.0
1511395200,6981.01,16819378.0,2438.8,109.72,60.53,37.95,6826.0,8400.0
1511481600,6772.09,17861413.26,2588.46,75.79,61.76,39.16,7060.0,8800.0
1511568000,6880.23,15530264.21,2192.32,55.08,59.03,40.16,7474.0,9165.0
1511654400,7238.97,21633671.17,2880.74,24.82,57.16,41.18,7882.0,9318.0
1511740800,7709.98,27731892.2,3481.46,31.73,57.96,42.39,8152.0,9598.0
1511827200,8054.99,26231531.72,3181.7,92.86,60.27,43.9,8300.0,9836.0
1511913600,8250.0,57695444.29,6639.64,188.21,63.46,45.71,8400.0,10768.0
1512000000,8350.57,50068747.08,6109.73,257.23,68.63,47.61,8800.0,12720.0
1512086400,8450.0,41455590.7,4778.68,296.11,73.12,49.62,9165.0,13538.0
1512172800,9150.0,22615578.36,2450.06,266.88,78.54,51.75,9318.0,12681.0
1512259200,9179.01,38343960.11,4076.54,268.17,89.29,54.14,9598.0,12223.0
1512345600,9457.0,29206897.78,3063.11,242.75,100.28,56.47,9836.0,12948.0
1512432000,9740.0,31108023.99,3154.56,245.12,112.83,58.73,10768.0,13788.0
1512518400,9931.3,69937407.68,6466.5,264.71,126.96,61.22,12720.0,13846.0
1512604800,11605.49,104995644.37,8301.41,272.47,140.75,63.84,13538.0,13711.0
1512691200,13835.0,57086521.75,4422.37,413.93,161.44,67.57,12681.0,14153.0
1512777600,13240.81,53813731.24,4474.08,692.22,194.83,72.62,12223.0,15338.0
1512864000,12122.01,55884208.94,4705.4,814.53,223.15,77.07,12948.0,15995.0
1512950400,12323.98,62139406.45,4528.92,675.01,239.23,80.48,13788.0,15917.0
1513036800,13571.22,54971472.58,3911.17,491.74,250.81,83.87,13846.0,15430.0
1513123200,14003.97,63506466.24,4569.12,380.13,265.79,88.0,13711.0,14365.0
1513209600,13687.62,50320091.23,3654.28,205.39,277.28,92.09,14153.0,13459.0
1513296000,13735.0,66603752.72,4594.9,90.48,286.57,95.38,15338.0,12364.0
1513382400,14571.54,48037164.6,3103.27,224.78,292.81,98.85,15995.0,11912.0
1513468800,16105.0,37484250.29,2341.54,367.39,304.72,102.75,15917.0,12018.0
1513555200,15884.81,55387844.82,3513.01,466.95,325.82,107.57,15430.0,11722.0
1513641600,15950.04,80812796.46,5297.69,429.53,340.47,112.26,14365.0,12369.0
1513728000,14909.91,120617551.27,8536.39,450.09,351.9,116.65,13459.0,13044.0
1513814400,13820.0,88037285.01,6551.12,336.08,353.71,120.08,12364.0,12565.0
1513900800,13097.23,183940069.25,16486.01,27.74,346.32,122.35,11912.0,12150.0
1513987200,11630.01,62688003.21,5064.89,-355.99,330.76,123.92,12018.0,11381.0
1514073600,12193.12,48832552.06,4295.98,-754.65,303.28,124.32,11722.0,11113.0
1514160000,11843.63,25747678.35,2199.56,-768.85,275.92,124.96,12369.0,11394.0
1514246400,11600.33,44243284.64,3448.24,-712.24,244.64,125.35,13044.0,11701.0
1514332800,13137.18,56690903.42,4397.46,-528.06,212.05,125.39,12565.0,12429.0
1514419200,12950.0,62954524.35,5303.0,-172.45,190.69,126.63,12150.0,12670.0
1514505600,12179.92,49655140.86,4080.52,70.71,168.09,127.56,11381.0,13379.0
1514592000,12119.8,62911991.26,5685.64,159.18,139.68,127.76,11113.0,14106.0
1514678400,10642.89,32772081.87,2941.45,64.37,109.83,127.88,11394.0,13764.0
1514764800,11583.17,21489951.63,1925.03,-125.73,69.46,126.8,11701.0,12940.0
1514851200,11205.01,43780497.91,3726.05,-209.65,39.01,126.32,12429.0,12243.0
1514937600,12197.24,51900191.32,4159.7,-359.54,5.24,125.39,12670.0,12200.0
1515024000,12660.3,66564722.63,5405.0,-169.45,-21.11,125.01,13379.0,11700.0
1515110400,12679.96,81113683.73,6109.41,77.08,-43.75,124.88,14106.0,11203.0
1515196800,14077.17,28114085.03,2043.48,226.05,-66.24,124.63,13764.0,11530.0
1515283200,14134.77,29677588.94,2185.82,498.28,-69.39,125.31,12940.0,11443.0
1515369600,13393.38,60937574.59,4881.04,495.78,-57.89,125.94,12243.0,11190.0
1515456000,12487.19,44819749.51,3652.45,423.47,-55.41,125.99,12200.0,10240.0
1515542400,11997.84,61915956.18,5278.79,135.39,-66.56,125.21,11700.0,9280.0
1515628800,12401.29,78638886.85,6956.39,-109.17,-79.63,123.96,11203.0,9285.0
1515715200,10998.61,40552771.09,3606.42,-237.22,-81.36,123.24,11530.0,9446.0
1515801600,11406.7,20280714.36,1733.17,-503.51,-88.63,121.51,11443.0,10048.0
1515888000,11652.75,25592138.88,2291.12,-466.42,-94.11,120.08,11190.0,10056.0
1515974400,11232.43,35192397.71,3097.26,-299.36,-96.66,118.65,10240.0,9208.0
1516060800,11148.46,111209041.98,11498.06,-194.61,-95.23,116.86,9280.0,8857.0
1516147200,9331.62,102728039.27,11958.43,-151.13,-82.28,114.82,9285.0,9049.0
1516233600,9228.39,64977285.38,6767.05,-324.41,-80.36,111.34,9446.0,9108.0
1516320000,9341.54,33291684.02,3481.11,-355.9,-75.74,107.74,10048.0,8979.0
1516406400,9550.23,23552643.9,2281.51,-462.32,-74.58,104.33,10056.0,9080.0
1516492800,10546.67,25302075.12,2601.88,-428.91,-77.11,101.06,9208.0,9308.0
1516579200,9565.96,52076061.34,5810.93,-187.28,-76.29,98.45,8857.0,9230.0
1516665600,8850.0,39241341.02,4498.87,-71.27,-90.79,94.94,9049.0,8546.0
1516752000,8863.78,26744531.6,2973.9,15.55,-105.1,90.64,9108.0,8100.0
1516838400,9234.2,24443990.62,2701.93,-73.61,-120.25,86.4,8979.0,7635.0
1516924800,8982.06,47489266.44,5449.24,-121.13,-133.36,82.5,9080.0,7104.0
1517011200,8975.9,19098602.06,2097.52,-179.7,-136.44,78.29,9308.0,7244.0
1517097600,9185.0,23075184.81,2459.13,-196.28,-139.01,73.99,9230.0,6964.0
1517184000,9431.8,27814467.46,3066.17,-27.6,-143.77,70.01,8546.0,6027.0
1517270400,9028.78,45950188.22,5478.83,76.05,-146.02,66.14,8100.0,5875.0
1517356800,8063.88,31198914.3,3889.51,39.04,-159.86,62.09,7635.0,6194.0
1517443200,8136.32,75097046.71,10253.82,-105.77,-172.72,57.5,7104.0,6451.0
1517529600,7134.32,88276565.7,13226.06,-161.34,-186.16,53.1,7244.0,6908.0
1517616000,7073.03,28405833.18,3950.86,-321.07,-197.85,48.05,6964.0,7051.0
1517702400,7415.8,28028357.74,4137.17,-422.26,-204.49,43.08,6027.0,6803.0
1517788800,6512.81,72365659.59,12392.1,-388.89,-206.3,38.33,5875.0,6916.0
1517875200,5541.79,97985524.91,17922.36,-353.83,-201.96,32.66,6194.0,7072.0
